"Index", "Height(Inches)", "Weight(Pounds)"
20056, 6777926, 1108057
20057, 6697201, 1124094
20058, 6962951, 1306875
20059, 6700845, 1225204
20060, 6584782, 1104676
20061, 6874982, 1374344
20062, 6346219, 1316278
20063, 6828298, 1219196
20064, 6908611, 1287246
20065, 6751138, 1263069
20066, 6791991, 1222827
20067, 7005535, 1420311
20068, 6711741, 1110611
20069, 6890664, 1192548
20070, 6797481, 1242253
20071, 6982979, 1491322
20072, 6887782, 1321464
20073, 6862969, 1312994
20074, 6827637, 1480963
20075, 6785369, 1207737
20076, 6706235, 1331606
20077, 7025943, 1345582
20078, 6918391, 1312755
20079, 6992206, 1292742
20080, 7078492, 1466769
20081, 7076045, 1340286
20082, 7082053, 1410171
20083, 6772934, 1242418
20084, 6743639, 1293814
20085, 6430312, 9933579
20086, 6488648, 1130468
20087, 6301244, 1017311
20088, 6753395, 1444339
20089, 6422026, 1277241
20090, 6828249, 1166627
20091, 7001457, 1210093
20092, 6591743, 1387636
20093, 6771394, 1251313
20094, 6688127, 1248587
20095, 6952967, 1311727
20096, 6775601, 135348
20097, 6949112, 1547671
20098, 7022138, 1410964
20099, 6796935, 1274981
20100, 6811017, 1285156
20101, 6792721, 1271976
20102, 6616473, 1278607
20103, 6999519, 143375
20104, 7132358, 1215075
20105, 6649822, 1138888
20106, 7042992, 1461728
20107, 6825325, 1368917
20108, 6959837, 1352368
20109, 6738237, 1061247
20110, 6963917, 135771
20111, 6721378, 1124521
20112, 6534452, 1116073
20113, 6845655, 1485671
20114, 6820121, 1378471
20115, 6883192, 1322195
20116, 679535, 1495604
20117, 6756446, 1487404
20118, 7156432, 1396887
20119, 6820903, 1173667
20120, 6706256, 1350763
20121, 6882025, 1268315
20122, 7158552, 1340719
20123, 7089583, 1035093
20124, 6964793, 1313787
20125, 6645609, 1233787
20126, 6956363, 1410351
20127, 6923708, 1337008
20128, 659631, 1211477
20129, 683926, 118928
20130, 7081159, 1435666
20131, 7025802, 1265308
20132, 689312, 1446893
20133, 662989, 1107134
20134, 7215283, 146939
20135, 6820211, 1090779
20136, 691044, 1405917
20137, 6785693, 1344135
20138, 6739485, 1185645
20139, 6913842, 1188077
20140, 663523, 1503613
20141, 7142226, 121618
20142, 7204165, 1504715
20143, 7105928, 1344648
20144, 6892866, 1400844
20145, 6687497, 1312338
20146, 6636569, 1125793
20147, 6814086, 1194189
20148, 6696983, 1239473
20149, 6754357, 1164046
20150, 7077658, 1368102
20151, 6823718, 1188886
20152, 6553862, 1132725
20153, 7074761, 129527
20154, 6755223, 1244289
20155, 7084812, 1504496
20156, 644822, 1341656
20157, 6742974, 1222538
20158, 687509, 1199506
20159, 6783374, 1345717
20160, 6390073, 1168635
20161, 7012934, 1349922
20162, 6637869, 1005167
20163, 689421, 1180776
20164, 7085312, 1349686
20165, 6483967, 1170881
20166, 6711542, 1288033
20167, 6874812, 134275
20168, 6768923, 1232354
20169, 6662519, 1103765
20170, 6952379, 1223171
20171, 7260803, 1506268
20172, 668619, 1292457
20173, 6723587, 1350301
20174, 6698288, 1183685
20175, 6817128, 1168477
20176, 673241, 1280642
20177, 711372, 1440187
20178, 7127594, 123566
20179, 6839965, 1177892
20180, 6889269, 144723
20181, 6661543, 1190238
20182, 6787792, 127064
20183, 6888772, 1311342
20184, 650809, 1189592
20185, 6578164, 1280685
20186, 6907443, 1300005
20187, 6769871, 1272036
20188, 6807915, 1514387
20189, 7194398, 1221514
20190, 7007901, 1346456
20191, 6588124, 1285412
20192, 6777076, 1349165
20193, 7269153, 1411027
20194, 6903806, 1265811
20195, 6571193, 1364266
20196, 6644909, 1279841
20197, 6837502, 1452352
20198, 6809913, 108097
20199, 6705164, 1164216
20200, 694034, 1360425
20201, 6590879, 1026161
20202, 692529, 1345586
20203, 6832439, 1345378
20204, 7256715, 1340677
20205, 6716006, 1143012
20206, 6991344, 1399068
20207, 6925259, 1279861
20208, 6257176, 1160712
20209, 6871931, 1308788
20210, 671141, 1251614
20211, 6742686, 1303149
20212, 6427619, 1092928
20213, 6597118, 1275532
20214, 6829677, 125902
20215, 674216, 1374702
20216, 6818813, 1192532
20217, 6622803, 1170998
20218, 6771768, 1358263
20219, 6980841, 1222657
20220, 6772574, 1101562
20221, 690302, 1225569
20222, 6672956, 9699228
20223, 6646165, 9749168
20224, 6483455, 1148982
20225, 6570127, 1125822
20226, 6887993, 1224194
20227, 6996137, 1317487
20228, 6523797, 1144665
20229, 6701631, 1145892
20230, 7019731, 1356892
20231, 663049, 1148127
20232, 6412913, 1053937
20233, 6818283, 1333447
20234, 6767028, 1356944
20235, 6887122, 1367085
20236, 6548468, 1145325
20237, 675644, 1165703
20238, 7059715, 135872
20239, 6517748, 1150443
20240, 71057, 126792
20241, 6706806, 129769
20242, 6801857, 1220285
20243, 6753436, 1033526
20244, 682649, 140749
20245, 6876502, 1161648
20246, 6956514, 1441114
20247, 6847043, 1200682
20248, 6697456, 1396484
20249, 6778233, 1422416
20250, 7197165, 1469815
20251, 6787652, 1344355
20252, 6737003, 1297164
20253, 6551123, 124857
20254, 6643394, 1214185
20255, 6850863, 1186061
20256, 6599469, 123818
20257, 6765941, 1258492
20258, 6816997, 1206193
20259, 6801948, 1175951
20260, 671946, 1369306
20261, 709964, 1361914
20262, 7125473, 1252789
20263, 6845711, 1264985
20264, 669254, 1113531
20265, 6696343, 129305
20266, 6834578, 1415014
20267, 6859318, 1372555
20268, 6571377, 1298145
20269, 7041312, 1241318
20270, 7003799, 1338807
20271, 6756852, 1096435
20272, 7164191, 1348014
20273, 6592905, 116835
20274, 6736226, 1295522
20275, 68135, 1324818
20276, 6526581, 1144764
20277, 6822857, 976209
20278, 7004585, 1290328
20279, 6869432, 1274449
20280, 70301, 1226477
20281, 6726421, 1302722
20282, 6985285, 1185515
20283, 7163372, 1546085
20284, 6721655, 1310217
20285, 7002939, 1202406
20286, 655687, 1249128
20287, 6525174, 1124398
20288, 65929, 1144281
20289, 6714311, 1157168
20290, 6649901, 1259384
20291, 7093967, 1253897
20292, 6652816, 1361073
20293, 6984944, 1389535
20294, 6596939, 1394453
20295, 6840828, 1179883
20296, 6760775, 1246082
20297, 7031889, 1266473
20298, 672128, 1324211
20299, 6621903, 1406382
20300, 7083652, 1429636
20301, 6487568, 112136
20302, 6841633, 1232201
20303, 6753817, 1188005
20304, 6845528, 1432071
20305, 6947681, 1268002
20306, 6864769, 1374465
20307, 6803199, 1271805
20308, 6708338, 1162853
20309, 7259665, 16569
20310, 6818865, 1273957
20311, 6673669, 1301419
20312, 6834888, 1340523
20313, 6538285, 1093722
20314, 7040366, 1231378
20315, 680996, 1341465
20316, 6873681, 13988
20317, 6670503, 10805
20318, 6691609, 127735
20319, 6771304, 1424622
20320, 6709454, 1185795
20321, 7010587, 1406171
20322, 6763564, 1162521
20323, 6959775, 1149682
20324, 6331969, 1166964
20325, 6750844, 125711
20326, 6422298, 1246074
20327, 681793, 1264246
20328, 6855696, 1276106
20329, 7015891, 1372941
20330, 6897198, 1298513
20331, 6988406, 1387922
20332, 6774655, 1266633
20333, 6893411, 1420475
20334, 6707117, 127948
20335, 6684105, 1213274
20336, 6796232, 110604
20337, 6681235, 1349879
20338, 6754297, 1376693
20339, 6711473, 1406498
20340, 6744452, 1301931
20341, 6747722, 1210267
20342, 694803, 1324652
20343, 6454045, 1125734
20344, 6705092, 1563107
20345, 6746141, 1179935
20346, 7126722, 1317057
20347, 6842653, 1246422
20348, 6641842, 1113519
20349, 6559731, 1288394
20350, 7003197, 137246
20351, 6708672, 1357636
20352, 7089503, 1305971
20353, 6859771, 1444514
20354, 7163118, 1534787
20355, 6439522, 9313802
20356, 7159533, 1386555
20357, 7078851, 1478683
20358, 6642758, 1339707
20359, 6685979, 1222792
20360, 6744995, 1109694
20361, 717881, 1441019
20362, 6540377, 1230822
20363, 6896921, 1359892
20364, 6602056, 1117557
20365, 6701558, 1223018
20366, 6598015, 1324379
20367, 6999987, 1318418
20368, 7277006, 1457023
20369, 6919937, 1286703
20370, 6833541, 1300217
20371, 6590805, 110325
20372, 704214, 1185469
20373, 6465961, 1265912
20374, 6852782, 1453248
20375, 6543216, 1323232
20376, 6828139, 1204382
20377, 6797639, 1227008
20378, 671216, 1231906
20379, 689888, 1304923
20380, 7231685, 1307836
20381, 7148421, 1160402
20382, 6865529, 1310603
20383, 6711382, 1280532
20384, 6862405, 1375614
20385, 6785068, 1388061
20386, 6948292, 1298207
20387, 7050328, 1438129
20388, 6433619, 1136534
20389, 6829958, 1349162
20390, 674218, 1223882
20391, 679999, 1183824
20392, 6563699, 9223364
20393, 670808, 1076561
20394, 6891211, 1184631
20395, 6359144, 1284961
20396, 6881852, 1502385
20397, 6596684, 1398666
20398, 6801035, 1226358
20399, 6785106, 1319627
20400, 7104479, 1200601
20401, 677153, 1279327
20402, 6784737, 1247808
20403, 6783905, 1129329
20404, 6974146, 1474557
20405, 6797724, 1178599
20406, 71045, 1282833
20407, 6684059, 1272334
20408, 6848567, 1325849
20409, 6814535, 1265979
20410, 6541341, 1143991
20411, 7053582, 1390164
20412, 6915586, 1159193
20413, 6644247, 1179539
20414, 6625178, 1206345
20415, 6906165, 1317664
20416, 6722249, 125729
20417, 6643324, 1295693
20418, 6995125, 1308579
20419, 6844759, 1243484
20420, 7012447, 138252
20421, 698081, 1190553
20422, 6666426, 111126
20423, 6907965, 1240522
20424, 6575374, 1270394
20425, 6798129, 1334278
20426, 6791274, 136145
20427, 7014506, 1276122
20428, 7166221, 1437339
20429, 6731462, 1267645
20430, 6685489, 1251375
20431, 662073, 1271956
20432, 6788187, 127862
20433, 6945561, 1226111
20434, 6968169, 129665
20435, 6681274, 1206235
20436, 6739812, 1205257
20437, 6831286, 1272671
20438, 6885197, 1270149
20439, 7087098, 1368526
20440, 6929233, 1386572
20441, 6853017, 120753
20442, 6620327, 126655
20443, 6944148, 1397399
20444, 6562755, 1115919
20445, 7036911, 1446446
20446, 6825511, 1265607
20447, 7074579, 1374108
20448, 6932344, 1295371
20449, 7237667, 1355361
20450, 665913, 1268375
20451, 681977, 108343
20452, 6773534, 1320269
20453, 6565796, 1350314
20454, 6833944, 1261502
20455, 6798774, 1265783
20456, 6854596, 1329952
20457, 6838063, 122207
20458, 7022056, 1400847
20459, 7002586, 1438558
20460, 6793956, 1295068
20461, 6614777, 1334099
20462, 7069657, 1331874
20463, 6846672, 1160821
20464, 6611868, 1076714
20465, 6898878, 1199309
20466, 6543912, 1108787
20467, 6924822, 1222722
20468, 6694932, 1194308
20469, 698028, 1559683
20470, 7060933, 1342835
20471, 6478426, 9684397
20472, 6684264, 1115454
20473, 6886833, 1325776
20474, 6694365, 1222372
20475, 6880139, 1148579
20476, 6853662, 1381599
20477, 6754398, 1157562
20478, 6580968, 1075309
20479, 6944019, 1467688
20480, 7246054, 139538
20481, 6709188, 1199537
20482, 7146543, 1293841
20483, 6606765, 1125487
20484, 7096886, 1455672
20485, 6875285, 1407801
20486, 6512147, 1329884
20487, 6929005, 1373932
20488, 6967431, 1280475
20489, 6758498, 1256642
20490, 6326666, 109048
20491, 6660384, 1388578
20492, 6683134, 1461347
20493, 6556701, 1068728
20494, 694336, 1410332
20495, 6983412, 1376869
20496, 6649534, 1286661
20497, 6930191, 1369649
20498, 7037349, 131559
20499, 6828454, 1075659
20500, 6751385, 1226429
20501, 6758383, 1175512
20502, 6868046, 1326414
20503, 6831025, 1077211
20504, 6668274, 1171056
20505, 6913988, 1095238
20506, 666069, 1077197
20507, 6771554, 1173417
20508, 725178, 1421602
20509, 7039659, 1335727
20510, 6592367, 1101202
20511, 6863932, 1414085
20512, 6627944, 1028787
20513, 6809404, 1070729
20514, 6277861, 1108067
20515, 6602558, 1235278
20516, 6911022, 1227845
20517, 6714077, 1262096
20518, 6985347, 1071566
20519, 6372249, 1010392
20520, 6466334, 1239993
20521, 6961292, 122092
20522, 6972279, 1288986
20523, 6776397, 13459
20524, 6674961, 1408048
20525, 6667181, 1143215
20526, 6769057, 1234607
20527, 6839115, 1247738
20528, 6731796, 1368823
20529, 6869023, 125262
20530, 7004462, 1361957
20531, 7019356, 1481844
20532, 6912451, 1336843
20533, 6756314, 1244263
20534, 6766596, 1223849
20535, 6598485, 1360888
20536, 689407, 1331295
20537, 7242506, 1360244
20538, 6660508, 1045026
20539, 6737321, 1248638
20540, 6489494, 1196409
20541, 6473669, 1110633
20542, 6993102, 1245422
20543, 7069335, 1523325
20544, 6491169, 112489
20545, 6969729, 1222093
20546, 6356648, 1128596
20547, 6729212, 1423005
20548, 683562, 1170085
20549, 6812976, 1230924
20550, 6862582, 1153394
20551, 668343, 1058407
20552, 6998616, 1226015
20553, 6744953, 1305904
20554, 6967914, 123558
20555, 6713387, 1069958
20556, 7113815, 1406296
20557, 6922959, 1423174
20558, 6748473, 1228173
20559, 6687485, 1181003
20560, 704596, 1309488
20561, 7297347, 148319
20562, 6716616, 1082369
20563, 6736668, 1233563
20564, 6830287, 1179635
20565, 6808229, 1315261
20566, 6894862, 1410023
20567, 6847186, 145789
20568, 6663803, 1202544
20569, 6627658, 1199535
20570, 6502396, 1174626
20571, 7199598, 1291844
20572, 6804691, 1212735
20573, 6634711, 1148943
20574, 638229, 1152754
20575, 6595638, 1184989
20576, 6823334, 1216989
20577, 6946635, 1232046
20578, 6844607, 1422776
20579, 6920365, 1297053
20580, 6563555, 1003371
20581, 6941412, 1278275
20582, 6757457, 1267177
20583, 6932559, 1479203
20584, 6715965, 1297563
20585, 7027834, 1395538
20586, 6939938, 1211538
20587, 6978475, 1265296
20588, 6870946, 1344551
20589, 673998, 1218096
20590, 6639262, 1171371
20591, 6554597, 1268852
20592, 7060879, 1470102
20593, 6912623, 136913
20594, 6672257, 1225503
20595, 6740649, 1172019
20596, 6618815, 1218368
20597, 6862091, 1219134
20598, 701055, 1530944
20599, 6548309, 1326901
20600, 6880217, 1287584
20601, 6771394, 1217097
20602, 6657756, 1289506
20603, 6761238, 1308714
20604, 6723082, 1284602
20605, 6708114, 1174463
20606, 6653761, 1222484
20607, 6741405, 1264525
20608, 6706676, 131406
20609, 608062, 1139145
20610, 6897175, 1401085
20611, 7275763, 1351411
20612, 6602447, 1107159
20613, 6871706, 1260198
20614, 6958585, 1425501
20615, 6896375, 144368
20616, 6826381, 1403248
20617, 6853173, 1335063
20618, 6369299, 1273114
20619, 6732224, 1443122
20620, 6987332, 1362286
20621, 6577657, 1218449
20622, 6784042, 1293201
20623, 6802586, 1277367
20624, 6722709, 1241286
20625, 7033705, 113399
20626, 6442061, 1195736
20627, 6862922, 1340348
20628, 6724371, 1392993
20629, 6747488, 1289315
20630, 6765179, 1438519
20631, 6873059, 1332077
20632, 6953168, 141696
20633, 6776596, 1429992
20634, 686692, 145841
20635, 6539292, 1011876
20636, 6721484, 1265562
20637, 6739797, 1263908
20638, 6843286, 1364691
20639, 6650645, 1171767
20640, 6510771, 1143875
20641, 7025153, 1344531
20642, 6465223, 1297684
20643, 6839572, 1371362
20644, 6558641, 1128512
20645, 6707497, 1341362
20646, 7010614, 1275408
20647, 6644143, 1293753
20648, 6908524, 1415455
20649, 6699606, 1347843
20650, 6484392, 1223505
20651, 687585, 1152365
20652, 6703556, 1430013
20653, 6910705, 1253759
20654, 6821709, 1364534
20655, 6754954, 9921333
20656, 7005957, 1387376
20657, 6988409, 1317587
20658, 6908434, 1307379
20659, 6881191, 1381377
20660, 7022844, 1334575
20661, 6367519, 1142171
20662, 6940968, 1293261
20663, 6736179, 129458
20664, 699419, 1317153
20665, 6844902, 1227104
20666, 6776199, 1278066
20667, 7012858, 1316387
20668, 6797947, 1336018
20669, 6983727, 1267482
20670, 6662896, 1247778
20671, 6977866, 1289596
20672, 6932719, 1207591
20673, 6881059, 1100003
20674, 6833355, 1235156
20675, 654258, 1160243
20676, 6890712, 1361172
20677, 6590871, 1008179
20678, 6961291, 1438929
20679, 6597906, 1312483
20680, 6415687, 1216986
20681, 682467, 1290825
20682, 6707394, 1139007
20683, 6608619, 1235496
20684, 6843739, 1073327
20685, 6943772, 1174397
20686, 6881411, 1405039
20687, 6623749, 1304565
20688, 6736339, 1357808
20689, 6893254, 1213642
20690, 6786058, 111123
20691, 6866247, 134825
20692, 684129, 1303184
20693, 6390356, 1019503
20694, 6956018, 1186513
20695, 6981143, 1173253
20696, 6855186, 1427701
20697, 6614069, 1119785
20698, 6879393, 1270587
20699, 6267467, 1082196
20700, 6824157, 1263228
20701, 7013299, 1257628
20702, 6883759, 1283162
20703, 6920668, 1268811
20704, 6301224, 1232124
20705, 687409, 1405609
20706, 6694988, 1213932
20707, 7013604, 1327095
20708, 6811161, 1211428
20709, 6658893, 1182131
20710, 6998813, 1282565
20711, 6652501, 1200478
20712, 652536, 1425526
20713, 6866702, 1405596
20714, 71383, 1499544
20715, 6658224, 1230901
20716, 6650775, 1229845
20717, 6713954, 1135739
20718, 6833274, 1379826
20719, 6669458, 1101558
20720, 6821523, 1136369
20721, 660808, 1310879
20722, 6946013, 1165407
20723, 6846971, 1282455
20724, 6851333, 1012957
20725, 6910467, 1268762
20726, 6791609, 1251615
20727, 6702882, 1436948
20728, 6608997, 1113684
20729, 6502401, 1303431
20730, 6827428, 1218474
20731, 6735413, 1293491
20732, 6636083, 1204201
20733, 6843123, 1211875
20734, 6740001, 1217106
20735, 691343, 1438484
20736, 673171, 13903
20737, 731971, 1571585
20738, 6839262, 1106509
20739, 6629361, 1291393
20740, 6909153, 1239906
20741, 6808869, 1218243
20742, 6984933, 1281401
20743, 676024, 1336571
20744, 6971303, 1494977
20745, 6684285, 1170056
20746, 6665337, 1127847
20747, 6888409, 1240698
20748, 7070338, 1192585
20749, 6620185, 1123781
20750, 6631546, 1190874
20751, 6741672, 1136532
20752, 6990956, 1409595
20753, 6768745, 1094462
20754, 6635603, 1248582
20755, 6429036, 1298863
20756, 6906878, 1463358
20757, 6689343, 1367567
20758, 664584, 9804174
20759, 688269, 1306512
20760, 6665183, 1340198
20761, 6384789, 1289473
20762, 6579543, 119418
20763, 6625942, 9420537
20764, 6835371, 1336204
20765, 708435, 1201922
20766, 6663549, 11647
20767, 6936633, 14261
20768, 6736309, 1128032
20769, 6912732, 1206275
20770, 6503504, 1154154
20771, 6906645, 1193467
20772, 6735099, 1263068
20773, 6663538, 1258876
20774, 6649659, 127904
20775, 69098, 1240368
20776, 6842363, 1492454
20777, 6812064, 1399387
20778, 6958767, 1258239
20779, 6634056, 1255225
20780, 6889947, 1537886
20781, 6747147, 1421622
20782, 6833028, 1355338
20783, 6590128, 1352264
20784, 6873695, 1274165
20785, 6798409, 1227703
20786, 6563064, 1096107
20787, 6803278, 1485683
20788, 6865828, 1243302
20789, 6863764, 1287478
20790, 6732521, 1051839
20791, 6478784, 1261355
20792, 6767246, 1304082
20793, 6872131, 1395527
20794, 6735886, 1076427
20795, 6801738, 1230304
20796, 6793165, 128936
20797, 6667783, 1235636
20798, 6867803, 1365982
20799, 7036756, 1346182
20800, 6751615, 1329171
20801, 6675303, 1325747
20802, 6996302, 1275174
20803, 6693841, 1159348
20804, 6811271, 1305024
20805, 6394913, 1146628
20806, 6891814, 1473669
20807, 672232, 1144928
20808, 6955046, 1337412
20809, 6868863, 1298662
20810, 707747, 138641
20811, 6907808, 1487933
20812, 6833838, 1412387
20813, 655871, 1267083
20814, 692935, 1394127
20815, 6889933, 1256523
20816, 6581485, 9977933
20817, 6720659, 125993
20818, 6651348, 1271042
20819, 6755072, 134551
20820, 6823821, 1186372
20821, 664512, 1101362
20822, 6854449, 1414482
20823, 686177, 1229561
20824, 6408191, 1027885
20825, 6556492, 1231351
20826, 6721104, 1156723
20827, 6610932, 1263925
20828, 689513, 1436607
20829, 6749786, 1316653
20830, 6793624, 1393751
20831, 6595214, 1304147
20832, 6868249, 1515916
20833, 6918583, 1248504
20834, 7094061, 1420348
20835, 6947461, 1381862
20836, 6712497, 1131001
20837, 6857401, 1255023
20838, 6539763, 1324789
20839, 6835258, 1371238
20840, 6756785, 1364769
20841, 6952703, 1234405
20842, 6754305, 1051903
20843, 6349236, 1149085
20844, 6898626, 12671
20845, 6755391, 1215587
20846, 646396, 1151491
20847, 6982904, 1362695
20848, 6785076, 1132082
20849, 6723771, 1253433
20850, 6938105, 1395524
20851, 6541584, 1218604
20852, 6696076, 1191984
20853, 6526585, 1177246
20854, 6931322, 1195252
20855, 6770408, 1222612
20856, 6808721, 1297701
20857, 6826197, 1259953
20858, 6736362, 1218119
20859, 6873217, 131316
20860, 6914267, 1111968
20861, 6856673, 1364706
20862, 681929, 1205822
20863, 695696, 1211881
20864, 708464, 1371416
20865, 6782872, 1272809
20866, 6703478, 1085558
20867, 6781671, 1297571
20868, 7003848, 1389428
20869, 669821, 1272445
20870, 6579107, 1298116
20871, 7002914, 1426562
20872, 6958224, 1320934
20873, 6687147, 1151241
20874, 6691792, 1278387
20875, 67645, 1213585
20876, 6865355, 1190566
20877, 6691671, 1302133
20878, 7015303, 141003
20879, 7357982, 148162
20880, 6798141, 1247923
20881, 7149609, 1453407
20882, 6985855, 1317066
20883, 6811629, 1091855
20884, 7019549, 136493
20885, 6890094, 1035978
20886, 7063071, 1290681
20887, 6751818, 1265297
20888, 6618712, 1362942
20889, 6909528, 1342318
20890, 6542299, 1055537
20891, 6548038, 115372
20892, 669465, 1138431
20893, 6870316, 1259352
20894, 6607277, 1237771
20895, 6944961, 1108748
20896, 6881836, 1048678
20897, 6950743, 1053865
20898, 6782486, 1182755
20899, 6769081, 1437724
20900, 6829836, 1293948
20901, 6867553, 1207367
20902, 658428, 1223581
20903, 6803516, 1240374
20904, 6575933, 1451502
20905, 7038122, 1333322
20906, 6740825, 1324084
20907, 6996042, 1262582
20908, 6828036, 1305773
20909, 6878403, 1115448
20910, 6791698, 1288497
20911, 6937666, 1377729
20912, 6674216, 1174347
20913, 681985, 1354972
20914, 6358869, 1252844
20915, 7325534, 1293863
20916, 6770295, 1103234
20917, 6597536, 1050947
20918, 6981239, 1349831
20919, 6886872, 123426
20920, 7274547, 1485568
20921, 6830771, 129105
20922, 6676693, 1240618
20923, 6744946, 1234784
20924, 697046, 1416202
20925, 6897441, 1039181
20926, 6775058, 1352187
20927, 668731, 1241057
20928, 7045912, 1217787
20929, 7071713, 1388325
20930, 6565535, 1184649
20931, 7145237, 1368498
20932, 6900661, 1314449
20933, 6407452, 1399216
20934, 6947642, 1355616
20935, 6952284, 129724
20936, 6489822, 1319576
20937, 7070905, 1343203
20938, 7019814, 1251643
20939, 6776234, 1301309
20940, 6721866, 1353954
20941, 6754948, 1118586
20942, 6813277, 1392003
20943, 6884252, 1260857
20944, 6897585, 1378195
20945, 6717762, 9913368
20946, 6776576, 1312841
20947, 6905508, 1329015
20948, 6830757, 1359473
20949, 6732683, 1234861
20950, 6729407, 1178979
20951, 6663257, 1261084
20952, 6694794, 107183
20953, 6813987, 1332584
20954, 6521117, 1011071
20955, 6803769, 1194935
20956, 6726932, 1289103
20957, 6977352, 1416894
20958, 6923863, 1252157
20959, 687891, 11434
20960, 6726289, 1171026
20961, 6929545, 1326378
20962, 675793, 1127331
20963, 6721365, 1080763
20964, 6962993, 1400795
20965, 6700026, 1254628
20966, 6793443, 1221726
20967, 7347464, 134996
20968, 715009, 1482703
20969, 675436, 1245961
20970, 7149304, 1286835
20971, 681677, 1305834
20972, 6865009, 1277241
20973, 6604619, 1121905
20974, 6731327, 1228993
20975, 6786012, 1166222
20976, 6942007, 1289863
20977, 6838556, 1336644
20978, 6991327, 1182455
20979, 688823, 1384001
20980, 6405944, 1155782
20981, 6973048, 1265238
20982, 68632, 1356997
20983, 6940445, 1375303
20984, 6600545, 1329691
20985, 6712871, 1289781
20986, 6754768, 1150198
20987, 6918741, 1229827
20988, 6572702, 1157926
20989, 6785686, 1107137
20990, 6732954, 1134872
20991, 6730146, 1438451
20992, 6633349, 1071243
20993, 6822832, 1332817
20994, 6445511, 1173622
20995, 6787195, 1494365
20996, 6992163, 1254082
20997, 628062, 1073401
20998, 693377, 1512393
20999, 6660043, 1301472
21000, 7053369, 1402407
21001, 6884104, 1228631
21002, 6722118, 1247784
21003, 691338, 1315248
21004, 7023848, 1385036
21005, 6910331, 1257452
21006, 704064, 1380741
21007, 6666478, 1390241
21008, 7033089, 1644539
21009, 7078331, 1418412
21010, 6683722, 1210509
21011, 658839, 1129256
21012, 6751176, 1379948
21013, 7121095, 1560802
21014, 6716471, 1352937
21015, 6749059, 1327359
21016, 6913583, 1182087
21017, 6644838, 1217145
21018, 6703679, 1439542
21019, 6666855, 1165589
21020, 6936123, 1275953
21021, 6892478, 1372977
21022, 6970613, 1441729
21023, 6670216, 1208874
21024, 693032, 1328515
21025, 6868207, 1212207
21026, 6712449, 1263432
21027, 6692738, 1163508
21028, 7136236, 1423522
21029, 668559, 1068363
21030, 6946283, 1185577
21031, 664827, 1145936
21032, 7245414, 1350235
21033, 6810614, 120628
21034, 6575378, 1243824
21035, 6716782, 1300399
21036, 6857483, 1294804
21037, 67275, 1222215
21038, 6623984, 971995
21039, 7239041, 1551414
21040, 6882192, 1290373
21041, 6767589, 1267606
21042, 6609883, 1187709
21043, 6779875, 1301887
21044, 6876062, 1157905
21045, 6886156, 1363079
21046, 7120733, 1552221
21047, 6524249, 1149215
21048, 6733131, 1128186
21049, 6752803, 113459
21050, 671708, 1206546
21051, 668838, 1384066
21052, 6726462, 1170708
21053, 7094467, 1302774
21054, 7115199, 1332351
21055, 6935701, 1560959
21056, 6691104, 1250535
21057, 6807832, 1228732
21058, 6574579, 1109296
21059, 7064116, 1403183
21060, 6602941, 1129351
21061, 6824326, 1288593
21062, 6630423, 1264124
21063, 6849473, 1349166
21064, 673683, 1214269
21065, 7000791, 1356339
21066, 7018312, 1257853
21067, 6640708, 1171961
21068, 6779402, 1224405
21069, 6833103, 1429592
21070, 6791136, 1343773
21071, 6875045, 1160658
21072, 6882444, 1138497
21073, 7064267, 1522908
21074, 6518174, 1118634
21075, 6851919, 1293323
21076, 6753344, 1240318
21077, 6804198, 1254507
21078, 6582182, 1136
21079, 7027834, 1312909
21080, 658653, 1284877
21081, 6670285, 1259423
21082, 6588836, 1223566
21083, 7253781, 1422356
21084, 6731225, 1176954
21085, 6885556, 119367
21086, 6530914, 125201
21087, 6756741, 1171659
21088, 7228651, 1240883
21089, 69366, 1269316
21090, 7166938, 1580299
21091, 6691979, 1140239
21092, 6789303, 1459459
21093, 6650206, 138815
21094, 675214, 1155644
21095, 6921652, 128049
21096, 7108246, 1357997
21097, 657973, 1131585
21098, 683417, 1069982
21099, 6474233, 1135996
21100, 6841921, 1128349
21101, 6891514, 1241732
21102, 6584174, 8598927
21103, 6887032, 1316613
21104, 6444608, 103521
21105, 6763533, 1167036
21106, 7020804, 1419526
21107, 7098603, 1398524
21108, 6813106, 128396
21109, 6616887, 1273745
21110, 6705542, 124551
21111, 7075677, 1311854
21112, 707158, 1338729
21113, 6769017, 1179684
21114, 7153849, 1408829
21115, 6854535, 1264914
21116, 6567176, 1201838
21117, 6599226, 1246178
21118, 6865845, 1384224
21119, 6632469, 1058594
21120, 6844591, 1193537
21121, 6995113, 1419147
21122, 6577165, 1118653
21123, 67068, 1203728
21124, 6469653, 1317434
21125, 6904278, 1267
21126, 6748211, 1301113
21127, 6690722, 1152313
21128, 6875846, 1194879
21129, 6730096, 1143547
21130, 6955268, 1243859
21131, 7105661, 1490296
21132, 692149, 1380464
21133, 6782442, 1221716
21134, 6871809, 1299713
21135, 6778082, 124843
21136, 6425649, 9669205
21137, 6877435, 1450052
21138, 6637859, 1313486
21139, 6917309, 1262065
21140, 7034987, 1332638
21141, 6673457, 124768
21142, 6761739, 1277756
21143, 6742499, 1364474
21144, 6836893, 125469
21145, 7041579, 1406165
21146, 6806868, 120743
